Vremja_do_metro,Obschaja_ploschad,Zhilaja_ploschad,Ploschad_kuhni,Etazh,God_postrojki,Tip_zhilja,Vysota_potolkov,Sanuzel,Vid_iz_okon,Remont,Musoroprovod,Kolichestvo_liftov,Tip_doma,Tip_perekrytij,Parkovka,Otoplenie,Balkonlodzhija,Otdelka,Etazhnost_zdanija,Kolvo_komnat,shirota_doma,dolgota_doma,Rasstojanie_do_tsentra,Rasstojanie_do_metro,Okrug,Tsena_za_kvadrat_log
4,187.0,110.33,25.0,5,2015,Вторичка,4.0,2,Во двор,Дизайнерский,Да,1,Монолитный,Нет информации,Подземная,Нет информации,1,Неизвестно,6,4,55.738373,37.616108,1.7227445617024262,0.23055759586465996,ЦАО,13.820844308194873
9,54.4,32.096,9.248000000000001,3,2024,Вторичка,2.87,1,На улицу,Дизайнерский,Да,3,Сталинский,Железобетонные,Подземная,Центральное,1,Неизвестно,7,1,55.801566,37.636671,5.430405237985551,0.7066172564747806,СВАО,12.829767920691792
4,58.0,42.0,6.0,2,1966,Вторичка,2.87,1,Во двор,Евроремонт,Да,1,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,3,55.790099,37.739222,8.458118414061094,0.28532713527419046,ВАО,12.558428776808878
3,57.0,33.8,8.1,2,1900,Вторичка,3.2,1,На улицу и двор,Евроремонт,Да,1,Кирпичный,Деревянные,Наземная,Центральное,1,Неизвестно,5,2,55.742544,37.625702,1.2648701644030458,0.142249412732819,ЦАО,13.67846442443953
6,117.3,69.207,32.3,6,2024,Новостройка,4.6,1,Во двор,Косметический,Да,1,Монолитный,Железобетонные,Подземная,Центральное,1,Чистовая,6,3,55.761401,37.613422,0.9917389597401504,0.5107885736573723,ЦАО,14.852850098160571
3,170.0,142.0,12.0,13,2014,Вторичка,3.0,2,Во двор,Евроремонт,Да,5,Монолитный,Железобетонные,Подземная,Центральное,3,Неизвестно,23,3,55.608816,37.535412,16.99510867442636,0.3155973613119184,ЮЗАО,12.722763037871308
10,21.6,13.4,3.1,8,1972,Вторичка,2.87,1,На улицу,Косметический,Да,1,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,1,55.621389,37.657736,14.899242643321635,0.7197567731542669,ЮАО,12.764364700574818
4,34.4,20.296,5.848,5,1932,Вторичка,3.0,1,Во двор,Без ремонта,Нет,1,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,8,2,55.768886,37.653864,2.6733363285106964,0.2919628429320964,ЦАО,13.018293140090382
11,60.0,34.5,10.5,3,1985,Вторичка,2.64,1,Во двор,Косметический,Да,3,Монолитный,Нет информации,Наземная,Нет информации,1,Неизвестно,22,2,55.613778,37.535763,16.464754465147294,0.8553828492454891,ЮЗАО,12.638935646744788
7,57.8,33.3,10.0,4,2021,Вторичка,2.87,1,Во двор,Косметический,Да,3,Монолитный,Нет информации,Наземная,Центральное,1,Неизвестно,23,2,55.750758,37.827589,12.97391435823242,0.6620497445250708,ВАО,12.648894551292708
7,49.6,28.0,11.0,3,1983,Вторичка,2.48,1,Во двор,Евроремонт,Да,2,Монолитный,Нет информации,Наземная,Центральное,1,Неизвестно,14,2,55.739686,37.475755,9.253873137536491,0.4760142958971179,ЗАО,12.855959966556929
8,142.5,103.5,16.0,4,2019,Вторичка,3.05,2,Во двор,Дизайнерский,Да,2,Монолитный,Нет информации,Наземная,Нет информации,1,Неизвестно,12,4,55.789406,37.569539,5.132317569696789,0.7098101388659157,САО,13.420516437223355
10,117.8,69.502,20.026,20,2024,Новостройка,2.87,1,Во двор,Косметический,Да,3,Монолитный,Железобетонные,Подземная,Центральное,1,Неизвестно,20,3,55.847861,37.650055,10.652073421161937,0.8272772211724659,СВАО,12.798293907500158
6,58.2,33.4,9.3,1,1954,Вторичка,3.0,1,Во двор,Евроремонт,Да,1,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,8,2,55.688395,37.534442,9.072153806865849,0.4730257105040606,ЮЗАО,12.970500412094893
8,81.7,51.5,21.5,5,1958,Вторичка,2.87,1,На улицу и двор,Косметический,Да,0,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,5,3,55.775535,37.529412,6.248339873917853,0.6684866116628565,САО,12.456979212869335
2,80.0,55.0,8.0,2,1955,Вторичка,3.0,1,Во двор,Косметический,Да,0,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,5,3,55.745625,37.684039,4.054906326649313,0.23538225487014575,ЦАО,12.640287166924324
7,99.7,61.3,10.1,5,1999,Вторичка,2.75,1,На улицу и двор,Косметический,Да,2,Монолитный,Железобетонные,Наземная,Центральное,3,Неизвестно,9,4,55.53399,37.51512,25.342930283290585,0.4459232991858027,НАО,12.100934327406868
9,22.2,11.0,4.3,23,2024,Вторичка,2.87,1,На улицу,Евроремонт,Да,3,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,25,1,55.777515,37.541045,5.683326209734393,0.5259249339322007,САО,13.354476184415413
10,37.1,22.8,6.1,2,1970,Вторичка,2.87,1,На улицу,Без ремонта,Да,2,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,12,2,55.773763,37.738036,7.680325912342254,0.6292014352362817,ВАО,12.398006192118032
16,58.8,44.0,6.0,1,1966,Вторичка,2.64,1,Во двор,Косметический,Да,1,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,3,55.707461,37.784156,11.463636171246735,1.1533486423128563,ЮВАО,12.380425032674452
14,41.3,19.6,10.3,13,2022,Вторичка,2.8,1,Во двор,Без ремонта,Да,2,Монолитный,Железобетонные,Наземная,Нет информации,1,Неизвестно,25,1,55.70492,37.943427,20.96798671697314,0.9915614723152998,ЮВАО,12.302314209643262
7,117.0,69.03,19.89,2,2017,Вторичка,3.35,3,На улицу и двор,Дизайнерский,Да,2,Монолитный,Железобетонные,Подземная,Индивидуальный тепловой пункт,2,Неизвестно,11,3,55.741531,37.646857,2.105822095381268,0.4421458230953045,ЦАО,13.997832114758229
5,60.4,36.0,13.0,12,1999,Вторичка,2.7,1,На улицу и двор,Евроремонт,Нет,2,Монолитный,Железобетонные,Наземная,Центральное,2,Неизвестно,15,2,55.767965,37.557385,4.303964898835411,0.4369849343255173,ЦАО,13.046725620341507
14,76.4,46.2,10.1,8,2021,Вторичка,2.7,2,Во двор,Евроремонт,Да,3,Монолитный,Нет информации,Подземная,Нет информации,2,Неизвестно,22,3,55.649159,37.575756,11.970896497758767,0.7416311905331203,ЮЗАО,12.678202138525482
18,37.4,14.9,12.7,8,2023,Вторичка,2.87,1,На улицу,Без ремонта,Нет,3,Монолитный,Нет информации,Подземная,Нет информации,1,Неизвестно,21,1,55.784607,37.495186,8.620276931512727,1.0064901048989494,СЗАО,12.966427438282922
4,42.0,25.0,5.0,5,1960,Вторичка,2.75,1,Во двор,Косметический,Да,0,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,5,2,55.789046,37.739312,8.407487397645603,0.23774844699164757,ВАО,12.51583049500865
11,22.0,10.8,5.6,2,2024,Новостройка,2.62,1,Во двор,Косметический,Да,2,Монолитный,Железобетонные,Открытая,Центральное,1,Неизвестно,17,1,55.719627,37.723385,7.459314170230413,0.6483011472800702,ЮВАО,12.730605889126025
9,107.2,68.0,15.0,5,1914,Вторичка,3.5,1,Во двор,Дизайнерский,Нет,1,Кирпичный,Деревянные,Наземная,Центральное,1,Неизвестно,7,3,55.757703,37.606703,1.009189528613729,0.7422726959178422,ЦАО,13.606722225683285
5,91.0,53.69,15.47,2,1937,Вторичка,3.2,1,На улицу и двор,Без ремонта,Нет,2,Кирпичный,Деревянные,Наземная,Центральное,1,Неизвестно,8,4,55.731181,37.609173,2.604275607602052,0.25238102847859567,ЦАО,12.950100660427717
10,51.0,30.9,10.1,10,1974,Вторичка,2.87,1,Во двор,Без ремонта,Да,2,Панельный,Железобетонные,Наземная,Центральное,2,Неизвестно,16,2,55.712132,37.614904,4.632383798204084,0.6079112485526774,ЮАО,12.828123851774809
7,30.9,17.8,5.5,4,1965,Вторичка,2.64,1,Во двор,Косметический,Да,0,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,5,1,55.828784,37.758725,12.028481515237937,2.206348665977242,ВАО,12.754997199640165
8,77.3,42.0,32.0,9,2019,Вторичка,3.0,2,Во двор,Дизайнерский,Нет,3,Монолитный,Нет информации,Подземная,Нет информации,1,Неизвестно,12,2,55.788849,37.568776,5.114875927232881,0.7995166339192012,САО,13.451694462302745
10,33.1,19.9,6.0,2,2024,Новостройка,2.75,1,Во двор,Косметический,Да,4,Монолитно-кирпичный,Железобетонные,Наземная,Центральное,1,Без отделки,30,1,55.719363,37.781174,10.757432185920422,0.08266312391705183,ЮВАО,12.706847933442663
10,170.6,85.0,25.0,7,2005,Вторичка,3.2,2,Во двор,Дизайнерский,Да,4,Монолитно-кирпичный,Железобетонные,Подземная,Индивидуальный тепловой пункт,1,Неизвестно,8,3,55.739022,37.603819,1.9496071740426537,0.8026142068509765,ЦАО,13.97400635550858
8,64.5,44.0,9.0,10,1984,Вторичка,2.48,1,Во двор,Евроремонт,Да,2,Блочный,Железобетонные,Наземная,Центральное,1,Неизвестно,16,3,55.726,37.634892,3.193322507044935,0.6614152583202297,ЮАО,12.963032302470973
5,87.9,55.0,12.0,4,1937,Вторичка,3.2,1,На улицу и двор,Евроремонт,Да,1,Кирпичный,Смешанные,Наземная,Центральное,1,Неизвестно,7,3,55.754,37.604691,1.0269599427849245,0.29955878052510604,ЦАО,13.543959019441713
7,99.02,59.6,15.0,8,2024,Новостройка,3.3,3,Во двор,Косметический,Да,2,Монолитный,Железобетонные,Открытая,Центральное,1,Без отделки,15,3,55.764794,37.571597,3.34458275882048,0.6199953322927365,ЦАО,13.706030457345452
7,244.1,144.01899999999998,41.497,21,2007,Вторичка,3.0,2,На улицу и двор,Косметический,Да,6,Монолитный,Железобетонные,Подземная,Центральное,4,Неизвестно,23,4,55.782577,37.531945,6.455826637550765,0.45679139449377465,САО,12.774602867283726
17,74.0,45.0,12.5,10,2017,Вторичка,3.0,1,Во двор,Евроремонт,Да,4,Панельный,Железобетонные,Подземная,Нет,1,Неизвестно,12,3,55.684396,37.695519,9.015043772712724,1.3882807620554123,ЮАО,12.995758796077007
8,133.3,41.2,40.1,9,2024,Новостройка,3.15,2,Во двор,Косметический,Да,2,Монолитно-кирпичный,Железобетонные,Подземная,Центральное,1,Чистовая,13,3,55.752673,37.587245,2.1239016722929307,0.5395962005707237,ЦАО,13.9108207377686
11,77.8,51.0,8.5,2,1957,Вторичка,3.1,1,На улицу и двор,Евроремонт,Да,0,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,5,3,55.811078,37.557691,7.533539954718567,0.680435828000733,САО,12.680245695647852
11,165.9,110.0,22.0,9,2016,Вторичка,3.3,3,На улицу и двор,Без ремонта,Да,2,Монолитный,Железобетонные,Подземная,Центральное,1,Неизвестно,18,4,55.761543,37.554214,4.2872747752685525,0.5759766982628685,ЦАО,13.97166522846023
10,40.0,23.599999999999998,6.800000000000001,4,1886,Вторичка,3.4,1,Во двор,Дизайнерский,Нет,0,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,4,1,55.762308,37.625837,1.0159244905308644,0.8789380778500637,ЦАО,13.815510557964274
17,44.5,31.2,5.4,2,1968,Вторичка,2.64,1,Во двор,Евроремонт,Да,1,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,2,55.786252,37.57245,4.745216344133719,1.161147600010133,САО,13.025704889040403
12,102.9,66.6,12.5,14,2021,Вторичка,2.7,2,На улицу и двор,Дизайнерский,Да,2,Панельный,Железобетонные,Подземная,Индивидуальный тепловой пункт,1,Неизвестно,20,4,55.558396,37.60028,21.771807229424148,1.5887569611951875,Неизвестно,12.51395800029931
7,70.9,47.0,10.0,4,1979,Вторичка,2.7,1,Во двор,Косметический,Да,2,Монолитный,Нет информации,Наземная,Центральное,1,Неизвестно,18,3,55.737182,37.663952,3.2565685947650653,0.6802237002064486,ЦАО,12.769108293358634
10,58.0,43.0,7.0,2,1970,Вторичка,2.6,1,Во двор,Косметический,Да,2,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,3,55.646823,37.617159,11.890099298647153,0.7369447398188735,ЮАО,12.40478415030373
4,237.2,73.3,65.2,6,2024,Новостройка,3.91,4,На улицу,Косметический,Да,1,Монолитный,Железобетонные,Подземная,Центральное,1,Без отделки,6,3,55.76174,37.641494,1.5725367656209792,0.3828246822600836,ЦАО,14.820189019220408
6,172.1,101.53899999999999,15.0,4,2012,Вторичка,3.4,3,На улицу и двор,Без ремонта,Да,1,Монолитно-кирпичный,Железобетонные,Подземная,Автономная котельная,1,Неизвестно,6,3,55.741744,37.59975,1.8780263385296332,0.43870390550785554,ЦАО,14.215516123186275
11,35.0,18.0,9.0,2,1953,Вторичка,3.15,1,Во двор,Косметический,Да,0,Кирпичный,Смешанные,Наземная,Центральное,1,Неизвестно,5,1,55.775393,37.709838,6.079946582839003,0.6925152614875338,ВАО,12.855416830297328
5,41.3,24.366999999999997,7.021,14,2024,Новостройка,3.02,1,Во двор,Косметический,Да,2,Монолитно-кирпичный,Железобетонные,Подземная,Центральное,1,Без отделки,15,1,55.819216,37.42244,14.443094726243915,1.2245453594974656,СЗАО,13.108716683410451
13,90.0,56.0,15.3,8,1957,Вторичка,3.0,1,Во двор,Косметический,Нет,2,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,11,3,55.78121,37.739995,8.075228547022675,0.8581633394896326,ВАО,12.940042620610054
11,80.0,47.199999999999996,13.600000000000001,2,2024,Новостройка,2.87,1,Во двор,Косметический,Да,3,Монолитный,Железобетонные,Подземная,Центральное,1,Неизвестно,20,3,55.80355,37.713935,8.057241441361901,0.8242769786847328,ВАО,12.820487717539566
13,42.0,20.0,8.9,10,1975,Вторичка,2.64,1,Во двор,Косметический,Да,2,Панельный,Железобетонные,Наземная,Центральное,2,Неизвестно,12,1,55.603695,37.709102,17.584894506562495,0.9986158624778025,ЮАО,12.429216196844383
9,30.0,23.0,4.0,1,2024,Вторичка,3.3,1,Во двор,Дизайнерский,Да,0,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,3,1,55.744308,37.637389,1.4575077649301884,0.5552831354528321,ЦАО,13.337474757021274
9,43.7,21.0,10.9,14,2008,Вторичка,2.78,1,Во двор,Евроремонт,Да,4,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,24,1,55.643409,37.654772,12.449802478304271,0.8180536817962225,ЮАО,12.618377641514309
11,55.0,32.449999999999996,8.0,7,1958,Вторичка,3.0,1,На улицу,Без ремонта,Да,1,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,8,2,55.719145,37.572198,4.911342716709337,0.769590237461546,ЦАО,13.10401405355093
5,45.5,30.3,6.7,1,1980,Вторичка,2.5,1,Во двор,Косметический,Да,2,Монолитный,Нет информации,Наземная,Центральное,1,Неизвестно,12,2,55.82662,37.582565,8.48097094955387,0.5120969065297702,СВАО,12.444483062914383
5,70.0,41.3,11.9,9,1941,Вторичка,3.0,1,Во двор,Без ремонта,Да,1,Кирпичный,Нет информации,Наземная,Центральное,1,Неизвестно,9,3,55.773024,37.601079,2.4995967686347065,0.47218461375663784,ЦАО,13.032751531214593
6,68.0,40.12,8.0,4,2021,Вторичка,2.8,2,На улицу,Евроремонт,Да,3,Монолитный,Железобетонные,Подземная,Индивидуальный тепловой пункт,1,Неизвестно,25,3,55.653462,37.626385,11.153530954912869,0.43406006715904316,ЮАО,12.722763037871308
14,61.4,16.0,38.0,4,2017,Вторичка,3.0,1,Во двор,Дизайнерский,Нет,4,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,25,2,55.754709,37.509837,6.982779024456739,1.024739282689147,ЗАО,13.122363377404328
2,207.0,122.13,35.190000000000005,65,2010,Вторичка,3.0,1,На улицу,Дизайнерский,Да,1,Монолитный,Нет информации,Наземная,Нет информации,1,Неизвестно,75,3,55.747115,37.539087,5.195952965424918,0.23059484690904963,ЦАО,13.304684934198283
8,38.5,20.0,8.5,7,1984,Вторичка,2.64,1,Во двор,Косметический,Да,2,Блочный,Железобетонные,Наземная,Центральное,1,Неизвестно,17,1,55.763209,37.410583,13.255511173864498,0.7252999458417604,ЗАО,12.77492280794171
8,32.2,17.0,7.3,3,1963,Вторичка,2.87,1,На улицу и двор,Косметический,Да,1,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,8,1,55.790474,37.773026,10.385300501297912,0.6117436323409866,ВАО,12.869273373721972
4,35.0,19.8,6.4,3,1975,Вторичка,2.5,1,Во двор,Без ремонта,Да,1,Монолитный,Нет информации,Наземная,Центральное,1,Неизвестно,9,1,55.738242,37.418425,12.8382594341095,0.3140217990117208,ЗАО,12.58255168735224
7,64.4,37.996,10.948000000000002,23,1994,Вторичка,2.8,1,На улицу и двор,Без ремонта,Да,3,Монолитный,Нет информации,Наземная,Центральное,1,Неизвестно,24,3,55.82442,37.577921,8.336367402420375,0.6580191288787799,САО,12.540768304972282
2,58.8,33.0,9.0,17,1990,Вторичка,2.64,1,На улицу,Евроремонт,Да,3,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,22,2,55.621343,37.606811,14.751563859020319,0.17198304033423747,ЮАО,12.659139910819535
12,44.8,17.6,14.6,16,2024,Новостройка,3.15,1,Во двор,Косметический,Да,3,Монолитно-кирпичный,Железобетонные,Подземная,Центральное,1,Предчистовая,47,1,55.656362,37.523276,12.448344503597584,1.0580129994207281,ЮЗАО,13.143537612635734
4,125.0,72.4,21.0,3,1967,Вторичка,3.05,2,На улицу,Без ремонта,Да,2,Кирпичный,Железобетонные,Наземная,Центральное,2,Неизвестно,14,4,55.776497,37.589716,3.2195640034631383,0.4811552402503775,САО,13.561907799165356
10,147.28,100.6,25.0376,24,2024,Новостройка,2.95,3,Во двор,Косметический,Да,3,Монолитный,Железобетонные,Подземная,Центральное,1,Без отделки,24,5,55.732235,37.456873,10.580877270664576,0.7310558901178925,ЗАО,13.055154627710879
8,33.0,18.0,5.5,8,1964,Вторичка,2.75,1,Во двор,Евроремонт,Да,1,Монолитный,Нет информации,Наземная,Центральное,1,Неизвестно,9,1,55.732869,37.585538,3.208438749751033,0.5345781243681398,ЦАО,13.537879141365943
11,58.4,32.0,10.2,6,1985,Вторичка,2.64,1,На улицу и двор,Евроремонт,Да,2,Блочный,Железобетонные,Наземная,Центральное,1,Неизвестно,17,2,55.749891,37.414652,12.965532944089473,0.8753107183482784,ЗАО,12.687356166915176
11,54.0,36.0,8.0,9,1961,Вторичка,3.0,1,На улицу,Дизайнерский,Да,2,Кирпичный,Нет информации,Подземная,Центральное,1,Неизвестно,11,2,55.772502,37.608949,2.237519747846738,0.8827772922300932,ЦАО,13.423838881577481
6,65.0,38.35,10.0,9,2003,Вторичка,2.64,1,Во двор,Евроремонт,Да,2,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,17,2,55.564969,37.579681,21.161444638383898,0.4482671227044894,ЮЗАО,12.585563319866102
23,62.5,25.8,19.8,5,2024,Новостройка,3.0,2,Во двор,Косметический,Да,2,Монолитно-кирпичный,Железобетонные,Наземная,Центральное,1,Без отделки,17,2,55.689319,37.64251,7.282458695514867,1.4709295103517537,ЮАО,12.623202785168841
12,50.0,28.0,10.0,2,1960,Вторичка,2.87,1,На улицу и двор,Евроремонт,Да,1,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,5,2,55.800904,37.48384,10.092433985151484,1.0088720879773447,СЗАО,12.788288265382837
9,49.3,25.0,10.0,2,2024,Вторичка,3.55,2,На улицу и двор,Дизайнерский,Да,1,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,8,2,55.747019,37.632475,1.0258964410722147,0.5558221563114981,ЦАО,13.541927295225321
1,99.2,58.528,16.864,16,2003,Вторичка,3.1,2,На улицу и двор,Косметический,Да,3,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,18,3,55.806105,37.515569,8.830064334759305,0.12737879959617057,САО,12.801890859907141
8,35.8,14.4,9.0,10,2002,Вторичка,2.8,1,Во двор,Косметический,Да,2,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,17,1,55.548375,37.534469,23.48912686754814,0.6280793276163161,НАО,12.467578849661473
6,225.7,133.16299999999998,38.369,3,2002,Вторичка,3.1,3,На улицу и двор,Дизайнерский,Да,6,Кирпичный,Железобетонные,Подземная,Центральное,1,Неизвестно,9,4,55.748584,37.598564,1.5170858175909752,0.49838680438806277,ЦАО,13.527828485512494
2,73.0,45.0,10.0,1,1994,Вторичка,2.64,1,На улицу,Косметический,Да,2,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,17,3,55.548176,37.551402,23.28670011328699,0.20518207977658642,ЮЗАО,12.252249875147925
3,90.0,53.099999999999994,15.3,9,1986,Вторичка,3.0,2,Во двор,Дизайнерский,Да,2,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,2,55.775965,37.588727,3.211698122184104,0.4384812416132077,САО,13.549807827013783
20,80.5,45.0,13.0,17,2001,Вторичка,2.74,1,На улицу и двор,Косметический,Да,2,Панельный,Железобетонные,Наземная,Центральное,2,Неизвестно,17,3,55.66048,37.772631,14.081927361678087,1.380985105442014,ЮВАО,12.39766773654535
15,42.6,17.7,10.0,7,2001,Вторичка,2.64,1,Во двор,Косметический,Да,3,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,22,1,55.663283,37.769001,13.697586350356655,1.2185635451602979,ЮВАО,12.548562454476825
28,67.6,49.5,6.1,7,1974,Вторичка,2.6,1,Во двор,Без ремонта,Да,2,Панельный,Железобетонные,Наземная,Центральное,4,Неизвестно,9,3,55.632591,37.476761,16.24223631707249,2.5038060805472226,ЮЗАО,12.225845860629112
7,38.0,18.0,6.0,8,1966,Вторичка,2.65,1,Во двор,Дизайнерский,Да,2,Монолитный,Нет информации,Наземная,Нет информации,1,Неизвестно,12,2,55.73556,37.460816,10.260479586036977,0.3968422271479366,СЗАО,12.950513995477287
15,40.0,20.0,10.0,4,1982,Вторичка,2.6,1,Во двор,Косметический,Да,2,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,16,1,55.756118,37.679655,3.6915357953170855,1.354686959839951,ЮВАО,12.729320789294722
13,42.6,25.134,7.242000000000001,5,2018,Вторичка,3.0,1,Во двор,Без ремонта,Нет,3,Монолитный,Железобетонные,Наземная,Индивидуальный тепловой пункт,1,Неизвестно,44,1,55.770806,37.564212,4.048978065977138,0.695993335684528,ЦАО,13.034069724104256
5,37.0,19.0,8.0,3,1984,Вторичка,2.7,1,На улицу,Евроремонт,Да,2,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,17,1,55.625659,37.708626,15.272130050778975,1.7665336235321927,ЮАО,12.646940289384721
6,68.36,40.3324,17.9,3,2024,Новостройка,2.87,2,На улицу,Косметический,Да,1,Монолитный,Железобетонные,Наземная,Центральное,1,Без отделки,9,3,55.645781,37.63429,12.032533053886327,1.2530130944796098,ЮАО,12.681766305801808
7,45.0,30.0,6.5,4,1959,Вторичка,2.7,1,На улицу,Евроремонт,Да,1,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,8,2,55.746167,37.720124,6.277273460801472,0.6786269493476789,ЮВАО,12.611537753638338
22,53.9,33.0,9.2,1,1959,Вторичка,3.2,1,Во двор,Косметический,Да,1,Кирпичный,Нет информации,Наземная,Центральное,1,Неизвестно,8,2,55.8113,37.494907,10.193078857133935,1.4282417253958812,САО,12.718752549056346
5,53.8,35.0,7.0,2,1970,Вторичка,2.64,1,Во двор,Косметический,Да,2,Блочный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,3,55.619538,37.661698,15.142971593468951,0.5231873919382387,ЮАО,12.39518774056493
9,38.0,24.0,6.0,7,1967,Вторичка,2.64,1,На улицу и двор,Евроремонт,Да,1,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,2,55.845688,37.487631,13.233549218112572,0.6475482375282074,САО,12.731268520863116
6,34.0,11.0,18.3,13,2023,Вторичка,2.8,1,На улицу,Дизайнерский,Да,2,Монолитный,Железобетонные,Подземная,Центральное,1,Неизвестно,24,2,55.792827,37.741782,8.74678318465828,0.4639986570453359,ВАО,12.682490037555677
2,91.0,58.6,10.0,5,1952,Вторичка,3.0,2,Во двор,Косметический,Да,3,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,11,4,55.779575,37.706865,6.1150347204623925,0.2538473319938069,ВАО,12.63327641410899
7,47.1,27.788999999999998,8.007000000000001,1,1972,Вторичка,2.8,1,Во двор,Косметический,Да,2,Блочный,Железобетонные,Наземная,Центральное,1,Неизвестно,12,2,55.63595,37.606613,13.12949717885752,0.5190278448511402,ЮАО,12.448143931729865
23,49.1,28.968999999999998,6.0,7,1967,Вторичка,2.5,1,Во двор,Косметический,Да,1,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,2,55.801966,37.550962,6.95241779230822,1.4362300454564565,САО,12.662490656766023
18,46.7,25.4,10.6,2,1977,Вторичка,2.87,1,Во двор,Косметический,Да,2,Монолитный,Нет информации,Наземная,Центральное,1,Неизвестно,16,1,55.786009,37.473348,9.94682430171684,1.5107231586376824,СЗАО,12.5744552861409
7,70.0,35.0,18.0,35,2023,Вторичка,3.3,2,Во двор,Без ремонта,Да,4,Монолитный,Нет информации,Подземная,Нет информации,1,Неизвестно,65,3,55.751421,37.548618,4.55331552104554,0.4721385739680948,ЦАО,13.725898711774539
9,43.5,25.665,10.0,12,2019,Вторичка,2.64,1,Во двор,Дизайнерский,Да,2,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,12,1,55.727957,37.737578,7.857132974545148,0.6709350996478035,ЮВАО,12.960519514115726
11,46.7,26.5,5.5,3,1960,Вторичка,2.7,1,Во двор,Без ремонта,Да,1,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,2,55.679798,37.634982,8.262963141792323,0.8604748979981509,ЮАО,12.497495213597663
18,93.0,48.0,30.0,9,1976,Вторичка,2.64,2,Во двор,Косметический,Да,2,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,4,55.620743,37.707233,15.753591020182933,1.1507577036006236,ЮАО,12.258442110638232
29,46.0,27.0,6.0,3,1965,Вторичка,2.6,1,Во двор,Косметический,Да,2,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,2,55.731597,37.537488,5.7905351159645075,1.4743580110641787,ЗАО,12.51259732578332
5,54.0,39.0,10.0,5,1963,Вторичка,3.0,1,Во двор,Косметический,Да,4,Блочный,Железобетонные,Наземная,Центральное,1,Неизвестно,8,1,55.723977,37.558616,5.122901871575266,0.35350827742053825,ЦАО,13.084622049420982
8,165.0,87.4,16.6,2,2018,Вторичка,3.2,3,На улицу и двор,Дизайнерский,Да,2,Кирпичный,Железобетонные,Подземная,Центральное,1,Неизвестно,27,5,55.779216,37.574381,4.087945512628284,0.5318331698273921,САО,13.614840084724321
3,51.6,30.0,10.0,4,1963,Вторичка,2.64,1,Во двор,Евроремонт,Да,1,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,2,55.726076,37.582942,3.8872942778640436,0.20818544257067936,ЦАО,13.145353077447194
14,52.0,31.0,9.5,2,1975,Вторичка,2.65,1,На улицу,Евроремонт,Да,3,Панельный,Железобетонные,Открытая,Центральное,1,Неизвестно,12,2,55.895838,37.603981,15.8731528146845,1.072543265651796,СВАО,12.624276273086526
4,66.2,49.0,7.0,10,1961,Вторичка,2.8,1,На улицу,Без ремонта,Да,2,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,10,3,55.707456,37.582835,5.669842078652927,0.16500494644789368,ЮЗАО,12.792516742925061
