Vremja_do_metro,Obschaja_ploschad,Zhilaja_ploschad,Ploschad_kuhni,Etazh,God_postrojki,Tip_zhilja,Vysota_potolkov,Sanuzel,Vid_iz_okon,Remont,Musoroprovod,Kolichestvo_liftov,Tip_doma,Tip_perekrytij,Parkovka,Otoplenie,Balkonlodzhija,Otdelka,Etazhnost_zdanija,Kolvo_komnat,shirota_doma,dolgota_doma,Rasstojanie_do_tsentra,Rasstojanie_do_metro,Okrug,Tsena_za_kvadrat_log
13,19.2,11.328,3.2640000000000002,2,2022,Вторичка,2.5,1,Во двор,Евроремонт,Да,2,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,16,1,55.543801,37.457007,25.538396532622187,1.9547703080254666,НАО,12.633856819887605
11,33.0,18.0,6.0,1,1979,Вторичка,2.87,1,Во двор,Без ремонта,Да,1,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,1,55.683793,37.601753,7.8653925355636645,0.7232460032889289,ЮЗАО,12.67037882508968
10,56.4,31.5,8.2,3,1953,Вторичка,3.2,1,На улицу и двор,Евроремонт,Да,0,Монолитный,Нет информации,Наземная,Центральное,1,Неизвестно,5,2,55.721488,37.452767,11.15762455973366,1.1131644257700117,ЗАО,12.592443275545314
8,93.0,55.0,17.0,2,2015,Вторичка,2.9,2,На улицу и двор,Евроремонт,Да,2,Кирпичный,Железобетонные,Наземная,Центральное,2,Неизвестно,17,3,55.569499,37.469764,22.599548641830673,0.6779805406506626,НАО,12.278644438364404
20,27.7,22.6,4.7090000000000005,18,2022,Вторичка,3.0,1,Во двор,Дизайнерский,Да,3,Монолитный,Железобетонные,Подземная,Центральное,1,Неизвестно,25,1,55.789315,37.471857,10.171906121427547,1.428203118157456,СЗАО,13.118746845629786
3,75.0,46.0,10.0,11,2009,Вторичка,2.64,1,На улицу и двор,Евроремонт,Да,2,Монолитный,Железобетонные,Подземная,Центральное,1,Неизвестно,14,3,55.868789,37.63712,12.86512157523685,1.7996551190843324,СВАО,12.633517747313045
7,51.22,34.0,5.0,3,2024,Новостройка,2.87,1,На улицу,Косметический,Да,5,Монолитный,Железобетонные,Подземная,Центральное,1,Чистовая,19,2,55.77113,37.643731,2.417042753583072,0.44097199109484986,ЦАО,13.516967046392882
18,49.57,29.246299999999998,8.4269,23,2024,Новостройка,2.66,1,Во двор,Косметический,Да,4,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,25,3,55.66114,37.736033,12.578667958768587,1.1984039195325078,ЮВАО,12.488993400880243
6,75.3,45.0,10.0,13,1990,Вторичка,2.64,1,На улицу и двор,Косметический,Да,2,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,17,3,55.585118,37.547459,19.32036642135351,2.551930175456101,ЮЗАО,12.562084869918808
3,45.0,32.0,7.0,3,1963,Вторичка,2.8,1,Во двор,Косметический,Да,2,Блочный,Железобетонные,Наземная,Центральное,1,Неизвестно,5,2,55.819095,37.572028,7.914146018560743,0.20853915364212314,САО,12.468436909997665
13,38.5,20.5,8.5,10,1988,Вторичка,2.87,1,Во двор,Косметический,Нет,2,Монолитный,Железобетонные,Наземная,Центральное,2,Неизвестно,14,1,55.63939,37.669513,13.07551998187686,0.9135615006039395,ЮАО,12.562746589468405
5,72.1,42.538999999999994,12.257,13,2024,Новостройка,3.08,2,На улицу и двор,Косметический,Да,3,Монолитный,Железобетонные,Подземная,Центральное,1,Предчистовая,36,2,55.780335,37.580939,3.8982308057003277,0.3371995903028388,САО,13.32604027697625
30,48.8,18.0,12.0,29,2018,Вторичка,2.9,1,На улицу,Без ремонта,Да,2,Монолитный,Железобетонные,Подземная,Индивидуальный тепловой пункт,1,Неизвестно,31,1,55.557765,37.555023,22.195213287839557,2.043613447728119,ЮЗАО,12.485006564224244
2,31.8,19.0,6.0,1,1964,Вторичка,2.87,1,Во двор,Косметический,Нет,2,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,5,1,55.634979,37.656002,13.388110801558417,0.12632069720661648,ЮАО,12.69784999740239
9,47.5,30.4,8.0,4,1978,Вторичка,2.87,1,Во двор,Без ремонта,Да,1,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,12,2,55.6598,37.612479,10.456635377806753,0.5389338131705709,ЮЗАО,12.480509891231854
17,45.0,32.0,6.0,10,1975,Вторичка,2.64,1,На улицу,Евроремонт,Да,2,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,14,2,55.716782,37.633104,4.168226435687477,1.273769649027703,ЮАО,12.994530005894443
9,55.4,30.4,12.0,7,1997,Вторичка,2.64,1,На улицу и двор,Косметический,Да,2,Панельный,Железобетонные,Наземная,Центральное,2,Неизвестно,7,2,55.683884,37.845637,16.108482953379575,0.6541141047880892,ЮВАО,12.548200288721674
16,32.4,19.116,16.1,4,2024,Новостройка,2.7,1,Во двор,Косметический,Да,2,Монолитный,Железобетонные,Наземная,Центральное,1,Чистовая,33,1,55.677671,37.64365,8.571829775309187,1.273152625183228,ЮАО,12.932606245107753
13,69.9,41.241,11.883000000000003,13,2024,Новостройка,2.85,1,Во двор,Косметический,Да,3,Монолитный,Железобетонные,Наземная,Центральное,1,Без отделки,20,2,55.705853,37.631874,5.358923241756888,0.6700878720843528,ЮАО,13.088208690244288
3,45.0,28.0,6.0,6,1967,Вторичка,2.64,1,Во двор,Евроремонт,Да,1,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,2,55.861034,37.438942,16.53632958103476,0.15904621216078196,СЗАО,12.682996027965073
3,92.0,54.279999999999994,9.5,4,1927,Вторичка,2.64,1,Во двор,Без ремонта,Да,1,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,6,3,55.772229,37.660296,3.2217397442523406,0.522761847434259,ЦАО,12.849070613833055
4,32.8,19.1,5.9,9,1979,Вторичка,2.64,1,Во двор,Евроремонт,Да,1,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,1,55.634512,37.385762,19.866245376798936,1.7649961266592844,ЗАО,12.511131611445643
6,150.0,80.0,30.0,9,2012,Вторичка,3.2,2,На улицу и двор,Дизайнерский,Да,4,Монолитный,Нет информации,Подземная,Центральное,2,Неизвестно,22,4,55.738794,37.491395,8.306379374210756,0.5131841478995252,ЗАО,13.358751629152632
7,49.9,23.4,10.8,7,2022,Вторичка,2.83,1,На улицу,Евроремонт,Да,1,Монолитный,Нет информации,Наземная,Нет информации,1,Неизвестно,9,1,55.782709,37.672918,4.594941312449966,0.5291158061428406,ЦАО,12.92591530964347
20,56.7,33.453,9.639000000000001,8,2014,Вторичка,3.0,1,Во двор,Без ремонта,Да,4,Монолитный,Железобетонные,Подземная,Индивидуальный тепловой пункт,1,Неизвестно,24,1,55.867253,37.686006,13.294060532324089,1.3870477892617137,СВАО,12.537747679667582
6,66.9,37.3,12.0,5,1906,Вторичка,2.75,1,На улицу и двор,Косметический,Да,1,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,5,3,55.774375,37.630167,2.3836121067401757,0.2484401367493831,ЦАО,13.078047787379775
10,57.0,38.0,6.0,6,1966,Вторичка,3.0,1,Во двор,Без ремонта,Да,1,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,3,55.865333,37.465802,15.795507766745907,0.6192249756272022,САО,12.56362470469086
5,116.0,68.44,19.720000000000002,13,2010,Вторичка,2.87,2,Во двор,Евроремонт,Да,2,Кирпичный,Железобетонные,Подземная,Центральное,1,Неизвестно,19,3,55.695195,37.530229,8.650503156591402,0.35452735494687887,ЮЗАО,13.539257590426942
9,38.0,22.419999999999998,6.460000000000001,20,2021,Вторичка,3.05,1,На улицу,Дизайнерский,Да,2,Монолитный,Железобетонные,Подземная,Центральное,1,Неизвестно,24,1,55.732235,37.456873,10.580877270664576,0.7310558901178925,ЗАО,13.198349869747933
4,33.0,16.0,6.0,5,1962,Вторичка,2.6,1,Во двор,Евроремонт,Да,1,Монолитный,Нет информации,Наземная,Центральное,1,Неизвестно,9,1,55.745255,37.510996,6.971853033858037,0.26124555772528174,ЗАО,12.848723582394308
3,35.7,22.1,7.2,1,1964,Вторичка,2.87,1,Во двор,Евроремонт,Да,1,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,2,55.692079,37.604268,6.929522573201294,0.23718340679712982,ЮЗАО,12.766088353486923
5,53.4,30.8,12.5,8,1960,Вторичка,2.87,1,На улицу,Косметический,Да,1,Кирпичный,Нет информации,Наземная,Центральное,1,Неизвестно,8,2,55.781175,37.587874,3.7095001986905793,0.5508149840355324,САО,12.937341377694302
8,60.2,35.518,15.8,6,2024,Новостройка,2.87,2,Во двор,Косметический,Да,2,Монолитный,Железобетонные,Наземная,Центральное,1,Без отделки,19,3,55.734162,37.63429,2.3183327870728183,0.31151222469929163,ЮАО,12.994982176377233
15,43.0,21.0,14.0,5,2019,Вторичка,3.0,1,Во двор,Дизайнерский,Нет,2,Монолитный,Железобетонные,Подземная,Индивидуальный тепловой пункт,1,Неизвестно,12,1,55.852435,37.61918,11.00528410010668,1.4444374259539496,СВАО,12.939110987519642
9,23.6,18.0,3.0,1,2024,Вторичка,3.7,1,На улицу,Дизайнерский,Да,0,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,2,2,55.789902,37.709955,6.891050948519436,0.767037192132808,ВАО,12.526067007449202
4,95.0,50.0,13.0,14,2019,Вторичка,2.8,2,На улицу и двор,Без ремонта,Да,2,Монолитный,Железобетонные,Наземная,Индивидуальный тепловой пункт,2,Неизвестно,15,3,55.605098,37.662874,16.7412937933476,1.8801438877775793,ЮАО,12.439269492693505
8,55.0,38.0,10.0,2,2024,Новостройка,2.87,2,Во двор,Косметический,Да,7,Монолитный,Железобетонные,Подземная,Центральное,1,Чистовая,4,2,55.777661,37.621902,2.6800074783294856,0.6216274873120203,ЦАО,13.180632285528304
14,60.0,35.4,10.200000000000001,13,2019,Вторичка,4.0,1,Во двор,Дизайнерский,Да,4,Монолитный,Нет информации,Наземная,Нет информации,1,Неизвестно,28,2,55.736184,37.499875,7.852023205791865,1.0169158970063623,ЗАО,13.052835362753813
16,98.6,63.6,17.2,11,2007,Вторичка,2.8,1,На улицу,Дизайнерский,Да,5,Монолитный,Железобетонные,Наземная,Центральное,2,Неизвестно,22,3,55.870794,37.462343,16.4088714420019,1.0308174369594092,САО,12.77975756882998
5,150.0,88.5,25.0,2,2013,Вторичка,3.05,2,На улицу,Без ремонта,Да,2,Кирпичный,Железобетонные,Подземная,Центральное,1,Неизвестно,19,4,55.692338,37.531559,8.838804721826964,0.12740543482976271,ЮЗАО,13.389842232334379
